w,m,n,p,q,tc,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
2.205130739903045,0,2,[0.00683829 0.07364682 1.        ],[1.],"[1.0, 0.0736468227788558, 0.0068382924184744]",,,,,,,
2.205130739903045,1,0,[1.],[-0.07364682  1.        ],"[1.0, 0.0736468227788558, 0.005423854505420193]",13.578318279972054,-13.578318279972054,[1],,,0.0,[]
2.205130739903045,1,1,[-0.01920569  1.        ],[-0.09285251  1.        ],"[1.0, 0.0736468227788558, 0.0068382924184744]",10.769767987676396,-8.542140500525814,[1],,,0.20684080564220197,[0.20684081]
2.205130739903045,2,0,[1.],[-0.00141444 -0.07364682  1.        ],"[1.0, 0.0736468227788558, 0.0068382924184744]",11.178428176863841,-9.499454007371261,[1],-63.24633592958352,9.499454007371261,0.127638348893985,[]
2.420128264794384,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
2.420128264794384,0,1,[0.06802512 1.        ],[1.],"[1.0, 0.0680251224382491, 0.0]",,,,,,,
2.420128264794384,0,2,[0.00589749 0.06802512 1.        ],[1.],"[1.0, 0.0680251224382491, 0.005897487011777]",,,,,,,
2.420128264794384,1,0,[1.],[-0.06802512  1.        ],"[1.0, 0.0680251224382491, 0.004627417282738781]",14.700451306173923,-14.700451306173923,[1],,,0.0,[]
2.420128264794384,1,1,[-0.0186706  1.       ],[-0.08669572  1.        ],"[1.0, 0.0680251224382491, 0.005897487011777]",11.534594701506958,-9.05052995700582,[1],,,0.21535778315440984,[0.21535778]
2.420128264794384,2,0,[1.],[-0.00127007 -0.06802512  1.        ],"[1.0, 0.0680251224382491, 0.005897487011777]",12.008206583263268,-10.149436053878407,[1],-65.56835441055007,10.149436053878407,0.13083121917054064,[]
2.656087782946687,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
2.656087782946687,0,1,[0.06260026 1.        ],[1.],"[1.0, 0.0626002647713946, 0.0]",,,,,,,
2.656087782946687,0,2,[0.00505119 0.06260026 1.        ],[1.],"[1.0, 0.0626002647713946, 0.0050511875534064]",,,,,,,
2.656087782946687,1,0,[1.],[-0.06260026  1.        ],"[1.0, 0.0626002647713946, 0.003918793149448708]",15.974373329758714,-15.974373329758714,[1],,,0.0,[]
2.656087782946687,1,1,[-0.01808929  1.        ],[-0.08068956  1.        ],"[1.0, 0.0626002647713946, 0.0050511875534064]",12.393177665552823,-9.614828042351583,[1],,,0.2241837967774592,[0.2241838]
2.656087782946687,2,0,[1.],[-0.00113239 -0.06260026  1.        ],"[1.0, 0.0626002647713946, 0.0050511875534064]",12.943703353085926,-10.87961475793491,[1],-68.22502985258834,10.87961475793491,0.13403701558784892,[]
2.9150530628251787,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
2.9150530628251787,0,1,[0.05738569 1.        ],[1.],"[1.0, 0.0573856948784494, 0.0]",,,,,,,
2.9150530628251787,0,2,[0.00429518 0.05738569 1.        ],[1.],"[1.0, 0.0573856948784494, 0.0042951841787212]",,,,,,,
2.9150530628251787,1,0,[1.],[-0.05738569  1.        ],"[1.0, 0.0573856948784494, 0.0032931179766824935]",17.425945649314418,-17.425945649314418,[1],,,0.0,[]
2.9150530628251787,1,1,[-0.01746195  1.        ],[-0.07484765  1.        ],"[1.0, 0.0573856948784494, 0.0042951841787212]",13.360473611991832,-10.24347594839152,[1],,,0.23329993787066194,[0.23329994]
2.9150530628251787,2,0,[1.],[-0.00100207 -0.05738569  1.        ],"[1.0, 0.0573856948784494, 0.0042951841787212]",14.002285612789372,-11.703006365265015,[1],-71.2696545368166,11.703006365265015,0.1372433457563249,[]
3.1992671377973845,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
3.1992671377973845,0,1,[0.05239423 1.        ],[1.],"[1.0, 0.0523942265436215, 0.0]",,,,,,,
3.1992671377973845,0,2,[0.00362484 0.05239423 1.        ],[1.],"[1.0, 0.0523942265436215, 0.0036248356432596]",,,,,,,
3.1992671377973845,1,0,[1.],[-0.05239423  1.        ],"[1.0, 0.0523942265436215, 0.0027451549751043316]",19.08607237798304,-19.08607237798304,[1],,,0.0,[]
3.1992671377973845,1,1,[-0.01678965  1.        ],[-0.06918388  1.        ],"[1.0, 0.0523942265436215, 0.0036248356432595995]",14.454235088161536,-10.9464591690875,[1],,,0.24268153227610165,[0.24268153]
3.1992671377973845,2,0,[1.],[-8.79680668e-04 -5.23942265e-02  1.00000000e+00],"[1.0, 0.0523942265436215, 0.0036248356432596]",15.20462891371618,-12.635090791740279,[1],-74.765135857099,12.635090791740279,0.14043707709947142,[]
3.511191734215134,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
3.511191734215134,0,1,[0.04763773 1.        ],[1.],"[1.0, 0.0476377278976579, 0.0]",,,,,,,
3.511191734215134,0,2,[0.0030351  0.04763773 1.        ],[1.],"[1.0, 0.0476377278976579, 0.0030351022887778]",,,,,,,
3.511191734215134,1,0,[1.],[-0.04763773  1.        ],"[1.0, 0.0476377278976579, 0.0022693531192512933]",20.991765227517597,-20.991765227517597,[1],,,0.0,[]
3.511191734215134,1,1,[-0.01607443  1.        ],[-0.06371215  1.        ],"[1.0, 0.0476377278976579, 0.0030351022887778]",15.695592228900152,-11.735631222331623,[1],,,0.2522976482070608,[0.25229765]
3.511191734215134,2,0,[1.],[-7.65749170e-04 -4.76377279e-02  1.00000000e+00],"[1.0, 0.0476377278976579, 0.0030351022887778]",16.57540962863827,-13.694326701753596,[1],-78.7860260986688,13.694326701753596,0.14360445181334638,[]
3.8535285937105312,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
3.8535285937105312,0,1,[0.04312679 1.        ],[1.],"[1.0, 0.043126794927282, 0.0]",,,,,,,
3.8535285937105312,0,2,[0.0025206  0.04312679 1.        ],[1.],"[1.0, 0.043126794927282, 0.0025205963076954]",,,,,,,
3.8535285937105312,1,0,[1.],[-0.04312679  1.        ],"[1.0, 0.043126794927282, 0.0018599204406998361]",23.187440700987505,-23.187440700987505,[1],,,0.0,[]
3.8535285937105312,1,1,[-0.01531938  1.        ],[-0.05844618  1.        ],"[1.0, 0.043126794927282, 0.0025205963076954]",17.109758827947005,-12.625103862283652,[1],,,0.2621109397718767,[0.26211094]
3.8535285937105312,2,0,[1.],[-6.60675867e-04 -4.31267949e-02  1.00000000e+00],"[1.0, 0.043126794927282, 0.0025205963076954]",18.144146173542104,-14.902775647349333,[1],-83.42092875590268,14.902775647349333,0.1467313016576022,[]
4.229242874389499,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
4.229242874389499,0,1,[0.03887043 1.        ],[1.],"[1.0, 0.03887042606673, 0.0]",,,,,,,
4.229242874389499,0,2,[0.00207565 0.03887043 1.        ],[1.],"[1.0, 0.03887042606673, 0.0020756475804756]",,,,,,,
4.229242874389499,1,0,[1.],[-0.03887043  1.        ],"[1.0, 0.03887042606673, 0.0015109100226091232]",25.72649958308331,-25.72649958308331,[1],,,0.0,[]
4.229242874389499,1,1,[-0.01452872  1.        ],[-0.05339915  1.        ],"[1.0, 0.03887042606673, 0.0020756475804756]",18.726891035049167,-13.631720347575323,[1],,,0.2720777665624125,[0.27207777]
4.229242874389499,2,0,[1.],[-5.64737558e-04 -3.88704261e-02  1.00000000e+00],"[1.0, 0.03887042606673, 0.0020756475804756]",19.946222232656176,-16.286860412139973,[1],-88.77540762202301,16.286860412139973,0.14980331359923055,[]
4.641588833612782,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
4.641588833612782,0,1,[0.03487571 1.        ],[1.],"[1.0, 0.0348757134601192, 0.0]",,,,,,,
4.641588833612782,0,2,[0.00169438 0.03487571 1.        ],[1.],"[1.0, 0.0348757134601192, 0.0016943824599826]",,,,,,,
4.641588833612782,1,0,[1.],[-0.03487571  1.        ],"[1.0, 0.0348757134601192, 0.0012163153893523398]",28.673248538514116,-28.673248538514116,[1],,,0.0,[]
4.641588833612782,1,1,[-0.01370774  1.        ],[-0.04858345  1.        ],"[1.0, 0.0348757134601192, 0.0016943824599826]",20.583141223308782,-14.775643647408925,[1],,,0.28214826458671544,[0.28214826]
4.641588833612782,2,0,[1.],[-4.78067071e-04 -3.48757135e-02  1.00000000e+00],"[1.0, 0.0348757134601192, 0.0016943824599826]",22.02413784854473,-17.87829556607255,[1],-94.97564528899814,17.87829556607255,0.15280622823937326,[]
5.09413801481638,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
5.09413801481638,0,1,[0.03114757 1.        ],[1.],"[1.0, 0.0311475680888991, 0.0]",,,,,,,
5.09413801481638,0,2,[0.00137081 0.03114757 1.        ],[1.],"[1.0, 0.0311475680888991, 0.0013708148134884]",,,,,,,
5.09413801481638,1,0,[1.],[-0.03114757  1.        ],"[1.0, 0.0311475680888991, 0.0009701709978526056]",32.10523521919507,-32.10523521919507,[1],,,0.0,[]
5.09413801481638,1,1,[-0.01286276  1.        ],[-0.04401033  1.        ],"[1.0, 0.0311475680888991, 0.0013708148134884]",22.72193718831787,-16.081066719024857,[1],,,0.2922669143151806,[0.29226691]
5.09413801481638,2,0,[1.],[-4.00643816e-04 -3.11475681e-02  1.00000000e+00],"[1.0, 0.0311475680888991, 0.0013708148134884]",24.429028173246362,-19.715215211430774,[1],-102.17281672884913,19.715215211430774,0.1557261288465193,[]
5.590810182512229,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
5.590810182512229,0,1,[0.0276885 1.       ],[1.],"[1.0, 0.0276884962993709, 0.0]",,,,,,,
5.590810182512229,0,2,[0.00109894 0.0276885  1.        ],[1.],"[1.0, 0.0276884962993709, 0.001098944073552]",,,,,,,
5.590810182512229,1,0,[1.],[-0.0276885  1.       ],"[1.0, 0.0276884962993709, 0.000766652827320276]",36.11608189870248,-36.11608189870248,[1],,,0.0,[]
5.590810182512229,1,1,[-0.01200106  1.        ],[-0.03968955  1.        ],"[1.0, 0.0276884962993709, 0.001098944073552]",25.195546311903136,-17.577088116473185,[1],,,0.3023732091822419,[0.30237321]
5.590810182512229,2,0,[1.],[-3.32291246e-04 -2.76884963e-02  1.00000000e+00],"[1.0, 0.0276884962993709, 0.001098944073552]",27.222514442312153,-21.843550775760754,[1],-110.54850215148667,21.843550775760754,0.15854968131768832,[]
6.135907273413176,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
6.135907273413176,0,1,[0.02449844 1.        ],[1.],"[1.0, 0.0244984442779544, 0.0]",,,,,,,
6.135907273413176,0,2,[8.72856713e-04 2.44984443e-02 1.00000000e+00],[1.],"[1.0, 0.0244984442779544, 0.0008728567132512]",,,,,,,
6.135907273413176,1,0,[1.],[-0.02449844  1.        ],"[1.0, 0.0244984442779544, 0.0006001737720400367]",40.81891848536185,-40.81891848536185,[1],,,0.0,[]
6.135907273413176,1,1,[-0.01113062  1.        ],[-0.03562907  1.        ],"[1.0, 0.0244984442779544, 0.0008728567132512]",28.06697125202035,-19.298768916286573,[1],,,0.31240286873143147,[0.31240287]
6.135907273413176,2,0,[1.],[-2.72682941e-04 -2.44984443e-02  1.00000000e+00],"[1.0, 0.0244984442779544, 0.0008728567132512]",30.478946435290524,-24.318698412745,[1],-120.321179209885,24.318698412745,0.16126444396979864,[]
6.7341506577508286,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
6.7341506577508286,0,1,[0.02157472 1.        ],[1.],"[1.0, 0.0215747242281419, 0.0]",,,,,,,
6.7341506577508286,0,2,[6.86824924e-04 2.15747242e-02 1.00000000e+00],[1.],"[1.0, 0.0215747242281419, 0.0006868249236894]",,,,,,,
6.7341506577508286,1,0,[1.],[-0.02157472  1.        ],"[1.0, 0.0215747242281419, 0.00046546872552037313]",46.350534515551665,-46.350534515551665,[1],,,0.0,[]
6.7341506577508286,1,1,[-0.01025998  1.        ],[-0.0318347  1.       ],"[1.0, 0.0215747242281419, 0.0006868249236894]",31.412261675434703,-21.288431598019933,[1],,,0.32228911697026563,[0.32228912]
6.7341506577508286,2,0,[1.],[-2.21356198e-04 -2.15747242e-02  1.00000000e+00],"[1.0, 0.0215747242281419, 0.0006868249236894]",34.288127620612634,-27.20755031978958,[1],-131.7542225689344,27.20755031978958,0.16385910154084526,[]
7.390722033525782,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
7.390722033525782,0,1,[0.01891203 1.        ],[1.],"[1.0, 0.018912031749815, 0.0]",,,,,,,
7.390722033525782,0,2,[5.35398013e-04 1.89120317e-02 1.00000000e+00],[1.],"[1.0, 0.018912031749815, 0.000535398012549]",,,,,,,
7.390722033525782,1,0,[1.],[-0.01891203  1.        ],"[1.0, 0.018912031749815, 0.00035766494490601064]",52.876391771591756,-52.876391771591756,[1],,,0.0,[]
7.390722033525782,1,1,[-0.00939788  1.        ],[-0.02830992  1.        ],"[1.0, 0.018912031749815, 0.000535398012549]",35.323313323065726,-23.597231624829366,[1],,,0.33196437692551783,[0.33196438]
7.390722033525782,2,0,[1.],[-1.77733068e-04 -1.89120317e-02  1.00000000e+00],"[1.0, 0.018912031749815, 0.000535398012549]",38.75861054177155,-30.5909511784863,[1],-145.1655498953611,30.5909511784863,0.16632372335304274,[]
8.111308307896872,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
8.111308307896872,0,1,[0.01650256 1.        ],[1.],"[1.0, 0.0165025581841855, 0.0]",,,,,,,
8.111308307896872,0,2,[4.13481276e-04 1.65025582e-02 1.00000000e+00],[1.],"[1.0, 0.0165025581841855, 0.0004134812759932]",,,,,,,
8.111308307896872,1,0,[1.],[-0.01650256  1.        ],"[1.0, 0.0165025581841855, 0.00027233442662242787]",60.59666561020254,-60.59666561020254,[1],,,0.0,[]
8.111308307896872,1,1,[-0.00855303  1.        ],[-0.02505559  1.        ],"[1.0, 0.0165025581841855, 0.0004134812759932]",39.91125872518807,-26.287066408497335,[1],,,0.34136213068350263,[0.34136213]
8.111308307896872,2,0,[1.],[-1.41146849e-04 -1.65025582e-02  1.00000000e+00],"[1.0, 0.0165025581841855, 0.0004134812759932]",44.02168041844011,-34.566670794186166,[1],-160.93933219567313,34.566670794186166,0.168649980566138,[]
8.902150854450392,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
8.902150854450392,0,1,[0.0143362 1.       ],[1.],"[1.0, 0.0143361951027471, 0.0]",,,,,,,
8.902150854450392,0,2,[3.16398217e-04 1.43361951e-02 1.00000000e+00],[1.],"[1.0, 0.0143361951027471, 0.0003163982167918]",,,,,,,
8.902150854450392,1,0,[1.],[-0.0143362  1.       ],"[1.0, 0.0143361951027471, 0.00020552649002402994]",69.75351499006734,-69.75351499006734,[1],,,0.0,[]
8.902150854450392,1,1,[-0.00773369  1.        ],[-0.02206989  1.        ],"[1.0, 0.0143361951027471, 0.0003163982167918]",45.31060651388174,-29.432940590136127,[1],,,0.3504183047931878,[0.3504183]
8.902150854450392,2,0,[1.],[-1.10871727e-04 -1.43361951e-02  1.00000000e+00],"[1.0, 0.0143361951027471, 0.0003163982167918]",50.236189907704386,-39.25302845730833,[1],-179.54052673629405,39.25302845730833,0.17083118355339935,[]
9.770099572992256,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
9.770099572992256,0,1,[0.01240082 1.        ],[1.],"[1.0, 0.0124008213085835, 0.0]",,,,,,,
9.770099572992256,0,2,[2.39935064e-04 1.24008213e-02 1.00000000e+00],[1.],"[1.0, 0.0124008213085835, 0.000239935064128]",,,,,,,
9.770099572992256,1,0,[1.],[-0.01240082  1.        ],"[1.0, 0.0124008213085835, 0.00015378036912741858]",80.63982014705978,-80.63982014705978,[1],,,0.0,[]
9.770099572992256,1,1,[-0.0069475  1.       ],[-0.01934832  1.        ],"[1.0, 0.0124008213085835, 0.00023993506412800001]",51.68407274548225,-33.125611772060694,[1],,,0.35907504938344403,[0.35907505]
9.770099572992256,2,0,[1.],[-8.61546950e-05 -1.24008213e-02  1.00000000e+00],"[1.0, 0.0124008213085835, 0.000239935064128]",57.59427071612569,-44.79312415003602,[1],-201.5309570278794,44.79312415003602,0.1728628452737455,[]
10.722672220103243,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
10.722672220103243,0,1,[0.01068266 1.        ],[1.],"[1.0, 0.0106826564904691, 0.0]",,,,,,,
10.722672220103243,0,2,[1.80363174e-04 1.06826565e-02 1.00000000e+00],[1.],"[1.0, 0.0106826564904691, 0.0001803631739967796]",,,,,,,
10.722672220103243,1,0,[1.],[-0.01068266  1.        ],"[1.0, 0.0106826564904691, 0.00011411914969336158]",93.60967479317382,-93.60967479317382,[1],,,0.0,[]
10.722672220103243,1,1,[-0.00620108  1.        ],[-0.01688374  1.        ],"[1.0, 0.0106826564904691, 0.0001803631739967796]",59.22859003723143,-37.475035412196966,[1],,,0.3672813182174362,[0.36728132]
10.722672220103243,2,0,[1.],[-6.62440243e-05 -1.06826565e-02  1.00000000e+00],"[1.0, 0.0106826564904691, 0.0001803631739967796]",66.3283370438866,-51.36009641799838,[1],-227.59052790263104,51.36009641799838,0.1747424290963563,[]
11.768119524349991,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
11.768119524349991,0,1,[0.00916666 1.        ],[1.],"[1.0, 0.009166660800723, 0.0]",,,,,,,
11.768119524349991,0,2,[1.34442497e-04 9.16666080e-03 1.00000000e+00],[1.],"[1.0, 0.009166660800723, 0.00013444249666858392]",,,,,,,
11.768119524349991,1,0,[1.],[-0.00916666  1.        ],"[1.0, 0.009166660800723, 8.402767023551164e-05]",109.09097890053128,-109.09097890053128,[1],,,0.0,[]
11.768119524349991,1,1,[-0.0054998  1.       ],[-0.01466646  1.        ],"[1.0, 0.009166660800723, 0.00013444249666858392]",68.1827623546732,-42.6147893177554,[1],,,0.3749917450384054,[0.37499175]
11.768119524349991,2,0,[1.],[-5.04148264e-05 -9.16666080e-03  1.00000000e+00],"[1.0, 0.009166660800723, 0.00013444249666858392]",76.71965757549955,-59.16362544988792,[1],-258.5443597371169,59.16362544988792,0.17646876012560833,[]
12.91549665014884,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
12.91549665014884,0,1,[0.00783696 1.        ],[1.],"[1.0, 0.007836956743808, 0.0]",,,,,,,
12.91549665014884,0,2,[9.94099888e-05 7.83695674e-03 1.00000000e+00],[1.],"[1.0, 0.007836956743808, 9.940998880492053e-05]",,,,,,,
12.91549665014884,1,0,[1.],[-0.00783696  1.        ],"[1.0, 0.007836956743808, 6.14178910043177e-05]",127.60055116931743,-127.60055116931743,[1],,,0.0,[]
12.91549665014884,1,1,[-0.00484781  1.        ],[-0.01268477  1.        ],"[1.0, 0.007836956743808, 9.940998880492053e-05]",78.83470099958498,-48.70598147689185,[1],,,0.38217585835521517,[0.38217586]
12.91549665014884,2,0,[1.],[-3.79920978e-05 -7.83695674e-03  1.00000000e+00],"[1.0, 0.007836956743808, 9.940998880492053e-05]",89.10788010244295,-68.45682479705417,[1],-295.3864800612914,68.45682479705417,0.17804376836087343,[]
14.174741629268064,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
14.174741629268064,0,1,[0.00667725 1.        ],[1.],"[1.0, 0.006677249216034, 0.0]",,,,,,,
14.174741629268064,0,2,[7.29489624e-05 6.67724922e-03 1.00000000e+00],[1.],"[1.0, 0.006677249216034, 7.294896240627823e-05]",,,,,,,
14.174741629268064,1,0,[1.],[-0.00667725  1.        ],"[1.0, 0.006677249216034, 4.458565709302667e-05]",149.76227000764203,-149.76227000764203,[1],,,0.0,[]
14.174741629268064,1,1,[-0.00424775  1.        ],[-0.010925  1.      ],"[1.0, 0.006677249216034, 7.294896240627823e-05]",91.53316230662843,-55.94412932859563,[1],,,0.3888102637469524,[0.38881026]
14.174741629268064,2,0,[1.],[-2.83633053e-05 -6.67724922e-03  1.00000000e+00],"[1.0, 0.006677249216034, 7.294896240627823e-05]",103.90365670172278,-79.5459422642634,[1],-339.3222421694164,79.5459422642634,0.17947042911269523,[]
15.556761439304722,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
15.556761439304722,0,1,[0.00567122 1.        ],[1.],"[1.0, 0.0056712213309306, 0.0]",,,,,,,
15.556761439304722,0,2,[5.31513827e-05 5.67122133e-03 1.00000000e+00],[1.],"[1.0, 0.0056712213309306, 5.315138269774914e-05]",,,,,,,
15.556761439304722,1,0,[1.],[-0.00567122  1.        ],"[1.0, 0.0056712213309306, 3.216275138440225e-05]",176.3288613946422,-176.3288613946422,[1],,,0.0,[]
15.556761439304722,1,1,[-0.0037009  1.       ],[-0.00937212  1.        ],"[1.0, 0.0056712213309306, 5.315138269774914e-05]",106.69941294247394,-64.56552054055574,[1],,,0.3948840133228692,[0.39488401]
15.556761439304722,2,0,[1.],[-2.09886313e-05 -5.67122133e-03  1.00000000e+00],"[1.0, 0.0056712213309306, 5.315138269774914e-05]",121.6027682550394,-92.80076989506698,[1],-391.80720637503293,92.80076989506698,0.1807537338204868,[]
17.07352647470692,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
17.07352647470692,0,1,[0.00480289 1.        ],[1.],"[1.0, 0.0048028874717314, 0.0]",,,,,,,
17.07352647470692,0,2,[3.84717357e-05 4.80288747e-03 1.00000000e+00],[1.],"[1.0, 0.0048028874717314, 3.847173567890898e-05]",,,,,,,
17.07352647470692,1,0,[1.],[-0.00480289  1.        ],"[1.0, 0.0048028874717314, 2.306772806611444e-05]",208.20808438376935,-208.20808438376935,[1],,,0.0,[]
17.07352647470692,1,1,[-0.00320724  1.        ],[-0.00801013  1.        ],"[1.0, 0.0048028874717314, 3.847173567890898e-05]",124.84197520530493,-74.85549285605418,[1],,,0.4003980413402388,[0.40039804]
17.07352647470692,2,0,[1.],[-1.54040076e-05 -4.80288747e-03  1.00000000e+00],"[1.0, 0.0048028874717314, 3.847173567890898e-05]",142.80343504907805,-108.66756547078238,[1],-454.59810514143317,108.66756547078238,0.18190037715023016,[]
18.73817422860385,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
18.73817422860385,0,1,[0.00405689 1.        ],[1.],"[1.0, 0.0040568901802889, 0.0]",,,,,,,
18.73817422860385,0,2,[2.76778532e-05 4.05689018e-03 1.00000000e+00],[1.],"[1.0, 0.0040568901802889, 2.7677853156175985e-05]",,,,,,,
18.73817422860385,1,0,[1.],[-0.00405689  1.        ],"[1.0, 0.0040568901802889, 1.64583579349245e-05]",246.49422477805103,-246.49422477805103,[1],,,0.0,[]
18.73817422860385,1,1,[-0.00276554  1.        ],[-0.00682243  1.        ],"[1.0, 0.0040568901802889, 2.7677853156175985e-05]",146.57531989194953,-87.15954469429174,[1],,,0.40536002405764576,[0.40536002]
18.73817422860385,2,0,[1.],[-1.12194952e-05 -4.05689018e-03  1.00000000e+00],"[1.0, 0.0040568901802889, 2.7677853156175985e-05]",168.22779050691244,-127.68535120149811,[1],-529.820723191131,127.68535120149811,0.18291758910145214,[]
20.565123083486537,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
20.565123083486537,0,1,[0.00341873 1.        ],[1.],"[1.0, 0.0034187333168467, 0.0]",,,,,,,
20.565123083486537,0,2,[1.98027327e-05 3.41873332e-03 1.00000000e+00],[1.],"[1.0, 0.0034187333168467, 1.9802732661570232e-05]",,,,,,,
20.565123083486537,1,0,[1.],[-0.00341873  1.        ],"[1.0, 0.0034187333168467, 1.168773749171764e-05]",292.505997783518,-292.505997783518,[1],,,0.0,[]
20.565123083486537,1,1,[-0.00237368  1.        ],[-0.00579242  1.        ],"[1.0, 0.0034187333168467, 1.9802732661570232e-05]",172.63947230278956,-101.89325218228072,[1],,,0.40979168423562023,[0.40979168]
20.565123083486537,2,0,[1.],[-8.11499517e-06 -3.41873332e-03  1.00000000e+00],"[1.0, 0.0034187333168467, 1.9802732661570232e-05]",198.74575047070985,-150.50324687877315,[1],-620.0316841392078,150.50324687877315,0.18381460030157767,[]
22.570197196339212,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
22.570197196339212,0,1,[0.00287495 1.        ],[1.],"[1.0, 0.0028749495677156, 0.0]",,,,,,,
22.570197196339212,0,2,[1.40978457e-05 2.87494957e-03 1.00000000e+00],[1.],"[1.0, 0.0028749495677156, 1.4097845724579182e-05]",,,,,,,
22.570197196339212,1,0,[1.],[-0.00287495  1.        ],"[1.0, 0.0028749495677156, 8.265335016908115e-06]",347.83218851194937,-347.83218851194937,[1],,,0.0,[]
22.570197196339212,1,1,[-0.00202873  1.        ],[-0.00490368  1.        ],"[1.0, 0.0028749495677156, 1.4097845724579182e-05]",203.9282897459439,-119.55980134160873,[1],,,0.4137164515499168,[0.41371645]
22.570197196339212,2,0,[1.],[-5.83251071e-06 -2.87494957e-03  1.00000000e+00],"[1.0, 0.0028749495677156, 1.4097845724579182e-05]",235.40694238702596,-177.90502835872232,[1],-728.3249517675135,177.90502835872232,0.18460012524001235,[]
24.770763559917118,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
24.770763559917118,0,1,[0.00241321 1.        ],[1.],"[1.0, 0.0024132052665248, 0.0]",,,,,,,
24.770763559917118,0,2,[9.99186029e-06 2.41320527e-03 1.00000000e+00],[1.],"[1.0, 0.0024132052665248, 9.991860286823591e-06]",,,,,,,
24.770763559917118,1,0,[1.],[-0.00241321  1.        ],"[1.0, 0.0024132052665248, 5.8235596583830304e-06]",414.3866308729205,-414.3866308729205,[1],,,0.0,[]
24.770763559917118,1,1,[-0.00172729  1.        ],[-0.00414049  1.        ],"[1.0, 0.0024132052665248, 9.991860286823593e-06]",241.51711465652977,-140.76351003202006,[1],,,0.41716962695498844,[0.41716963]
24.770763559917118,2,0,[1.],[-4.16830063e-06 -2.41320527e-03  1.00000000e+00],"[1.0, 0.0024132052665248, 9.991860286823591e-06]",279.4747934600143,-210.83368107179714,[1],-858.4170247519127,210.83368107179714,0.18528446878465066,[]
27.185882427329428,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
27.185882427329428,0,1,[0.00202235 1.        ],[1.],"[1.0, 0.0020223491805689, 0.0]",,,,,,,
27.185882427329428,0,2,[7.05301667e-06 2.02234918e-03 1.00000000e+00],[1.],"[1.0, 0.0020223491805689, 7.053016667196749e-06]",,,,,,,
27.185882427329428,1,0,[1.],[-0.00202235  1.        ],"[1.0, 0.0020223491805689, 4.089896208147701e-06]",494.47445060832354,-494.47445060832354,[1],,,0.0,[]
27.185882427329428,1,1,[-0.00146519  1.        ],[-0.00348754  1.        ],"[1.0, 0.0020223491805689, 7.053016667196749e-06]",286.7353468728851,-166.2718044282504,[1],,,0.42012100621148163,[0.42012101]
27.185882427329428,2,0,[1.],[-2.96312046e-06 -2.02234918e-03  1.00000000e+00],"[1.0, 0.0020223491805689, 7.053016667196749e-06]",332.49434262989786,-250.45139111570052,[1],-1015.0009124836022,250.45139111570052,0.18586439556301437,[]
29.836472402833405,0,0,[1.],[1.],"[1.0, 0.0, 0.0]",,,,,,,
29.836472402833405,0,1,[0.00169241 1.        ],[1.],"[1.0, 0.0016924142440581, 0.0]",,,,,,,
29.836472402833405,0,2,[4.96240310e-06 1.69241424e-03 1.00000000e+00],[1.],"[1.0, 0.0016924142440581, 4.962403096604958e-06]",,,,,,,
29.836472402833405,1,0,[1.],[-0.00169241  1.        ],"[1.0, 0.0016924142440581, 2.86426597349075e-06]",590.871888198118,-590.871888198118,[1],,,0.0,[]
29.836472402833405,1,1,[-0.00123973  1.        ],[-0.00293214  1.        ],"[1.0, 0.0016924142440581, 4.962403096604958e-06]",341.04731339055667,-196.85023487175454,[1],,,0.422806668920075,[0.42280667]
